ticker,side,event_date,close,line,gap_vs_line_pct,slope_yr_pct,days_since_anchor,vol_ratio20,atr_pct,runup_20d,dist_from_ath_pct,dollar_vol_m,attempt_no,ret_5d,ret_10d,ret_20d,ret_40d,ret_end,mfe_20d,mae_20d,stop_day,ret_at_stop,touch_no,pierce_depth_pct,closed_above
ABCB,upper_breakout,2025-04-14,51.68,51.53,0.28,-3.8,304,0.74,5.73,-10.6,-30.69,27.08,3.0,4.51,14.16,23.03,21.13,70.72,23.78,0.37,,,,,
ABG,upper_breakout,2024-07-11,243.55,243.25,0.12,-5.1,37,1.01,2.32,5.75,-5.01,49.59,1.0,3.02,2.42,-3.8,-8.89,-14.7,13.79,-9.67,16.0,-3.37,,,
ABG,upper_breakout,2024-08-23,241.78,241.69,0.04,-5.1,68,0.95,3.1,-4.89,-12.76,37.54,2.0,1.6,-7.68,-5.72,-4.88,-14.07,2.66,-13.75,2.0,-0.59,,,
ABG,upper_breakout,2024-08-28,241.68,241.53,0.06,-5.1,71,1.81,2.64,-10.23,-12.79,36.13,3.0,-4.51,-11.9,-1.44,-6.84,-14.04,2.71,-13.71,3.0,-1.63,,,
ABG,upper_breakout,2024-09-27,244.35,240.48,1.61,-5.1,92,0.63,3.05,0.89,-11.83,70.4,4.0,-5.13,-8.68,-8.79,6.94,-14.98,-0.59,-10.17,1.0,-2.36,,,
ABG,upper_breakout,2024-11-05,242.04,239.13,1.22,-5.1,119,0.78,2.8,6.03,-12.66,51.55,5.0,6.87,3.48,9.64,-2.11,-14.17,14.27,1.93,,,,,
ABG,upper_breakout,2025-01-07,241.36,237.04,1.82,-5.1,161,0.86,2.94,-6.8,-12.91,37.9,6.0,3.5,7.66,25.59,5.59,-13.93,29.5,-3.15,,,,,
ABG,upper_breakout,2025-03-24,241.93,234.53,3.16,-5.1,212,0.73,3.52,-11.75,-22.6,48.46,7.0,-8.72,-10.87,-7.82,-4.22,-14.13,1.86,-16.64,3.0,-6.52,,,
ABG,upper_breakout,2025-05-12,235.96,232.87,1.33,-5.1,246,0.79,3.78,3.36,-24.51,56.27,8.0,-0.86,-2.65,3.24,12.72,-11.96,3.79,-6.34,6.0,-1.8,,,
ABG,upper_breakout,2025-06-03,233.67,232.14,0.66,-5.1,261,0.84,2.34,5.87,-25.24,30.76,9.0,4.25,0.56,10.81,-4.94,-11.09,11.0,-2.67,1.0,-2.11,,,
ABG,upper_breakout,2025-06-06,232.07,232.0,0.03,-5.1,264,0.61,2.34,2.75,-25.75,29.06,10.0,0.18,3.18,9.49,-1.25,-10.48,12.22,-0.69,,,,,
ABM,upper_breakout,2024-07-16,52.93,52.63,0.57,-1.6,15,0.61,1.82,7.65,-4.6,47.77,1.0,2.65,5.18,0.21,-7.33,-8.79,6.37,-2.38,15.0,-1.45,,,
ABM,upper_breakout,2024-08-09,52.8,52.57,0.44,-1.6,33,0.62,2.38,2.96,-6.22,22.23,2.0,2.48,4.98,-5.42,-0.97,-8.56,13.22,-5.68,1.0,-0.62,,,
ABM,upper_breakout,2024-08-13,53.04,52.56,0.9,-1.6,35,0.96,2.34,0.21,-5.79,20.98,3.0,2.28,5.47,-7.52,-0.94,-8.97,12.71,-8.41,17.0,-3.3,,,
ABM,upper_breakout,2024-09-30,52.76,52.46,0.58,-1.6,68,0.68,2.69,-7.68,-11.74,43.82,4.0,-0.89,2.31,1.8,8.72,-8.49,4.32,-4.0,1.0,-2.1,,,
ABM,upper_breakout,2024-10-09,52.54,52.43,0.2,-1.6,75,0.95,2.23,7.12,-12.11,37.32,5.0,2.53,1.54,8.85,7.92,-8.11,9.4,-2.11,1.0,-1.03,,,
ABM,upper_breakout,2024-10-11,53.39,52.43,1.84,-1.6,77,0.55,2.14,3.45,-10.69,37.86,6.0,3.03,-1.2,8.13,6.44,-9.57,9.01,-1.27,,,,,
ABM,upper_breakout,2025-01-14,53.16,52.22,1.8,-1.6,140,0.87,2.28,-5.81,-11.07,24.57,7.0,-0.36,-0.3,-0.04,-11.47,-9.18,1.99,-1.71,,,,,
ABM,upper_breakout,2025-03-07,54.64,52.1,4.87,-1.6,176,1.35,2.25,2.26,-8.6,16.22,8.0,-14.39,-14.09,-17.06,-9.15,-11.64,-0.31,-18.7,1.0,-6.2,,,
ABM,upper_breakout,2025-05-15,52.3,51.95,0.68,-1.6,224,1.06,1.92,13.5,-12.51,19.38,9.0,-1.82,0.67,-14.09,-8.43,-7.69,1.22,-17.02,4.0,-1.7,,,
ABM,upper_breakout,2025-05-27,52.7,51.92,1.5,-1.6,231,0.98,1.75,8.64,-11.84,16.84,10.0,0.04,-9.3,-15.65,-9.83,-8.39,0.46,-17.65,7.0,-2.73,,,
ABUS,upper_breakout,2024-09-05,4.51,4.5,0.29,-15.6,1035,3.1,3.18,28.49,-64.21,4.73,1.0,-4.43,-8.2,-14.63,-14.86,3.55,4.66,-19.07,2.0,-0.44,,,
ABUS,upper_breakout,2024-09-10,4.56,4.49,1.61,-15.6,1038,1.38,3.79,25.97,-63.81,5.39,2.0,-10.53,-11.84,-17.32,-13.16,2.41,1.1,-19.96,2.0,-5.48,,,
ACA,upper_breakout,2024-07-16,92.81,89.4,3.81,-0.3,30,1.41,2.22,11.02,-0.27,22.19,1.0,-0.7,-1.16,-10.06,-8.13,56.14,2.9,-21.61,2.0,-4.11,,,
ACA,upper_breakout,2024-07-22,89.55,89.4,0.17,-0.3,34,2.05,2.62,6.8,-3.77,22.6,2.0,2.33,-14.83,-3.22,2.67,61.82,6.64,-18.76,2.0,-1.66,,,
ACA,upper_breakout,2024-07-25,89.73,89.4,0.37,-0.3,37,0.82,3.24,8.53,-3.58,22.8,3.0,1.33,-8.5,-2.64,3.71,61.5,6.43,-18.92,6.0,-11.82,,,
ACA,upper_breakout,2024-08-14,83.43,82.74,0.83,-97.3,9,1.23,4.84,-6.99,-12.64,27.07,1.0,4.72,8.44,5.2,11.78,73.69,12.31,-3.52,,,,,
ACA,under_touch,2025-04-04,72.39,74.34,-2.62,21.8,684,1.53,4.21,-9.02,-36.18,26.69,,6.52,3.59,16.07,21.61,100.18,17.18,-5.91,1.0,-0.79,1.0,6.03,False
ACCO,under_touch,2024-07-05,4.48,4.57,-1.94,13.3,3864,1.29,2.54,-14.01,-84.32,3.27,,4.46,7.14,3.79,22.32,-4.24,17.63,-0.45,1.0,1.34,1.0,2.16,False
ACCO,under_touch,2024-07-09,4.48,4.47,0.13,13.2,2,0.86,2.44,-9.68,-84.32,3.27,,8.93,10.27,3.79,18.08,-4.24,17.63,-2.68,,,1.0,0.32,True
ACCO,under_touch,2024-08-05,4.55,4.52,0.75,13.2,21,1.63,4.16,0.22,-84.08,2.33,,4.18,16.04,18.24,17.8,-5.71,21.54,-1.1,,,2.0,3.46,True
ACCO,under_touch,2025-02-21,4.56,4.83,-5.61,13.2,158,4.35,5.01,-13.8,-84.04,3.46,,2.41,3.29,-4.82,-21.27,-5.92,7.89,-5.7,1.0,-3.51,3.0,10.16,False
ACCO,under_touch,2025-02-25,4.51,4.34,3.82,12.4,2,1.75,5.45,-15.7,-84.22,3.85,,-2.22,5.99,-2.88,-16.63,-4.88,9.09,-4.21,18.0,-3.77,1.0,1.01,True
ACCO,under_touch,2025-03-21,4.34,4.38,-0.93,12.4,20,1.83,4.49,-4.82,-84.81,5.05,,0.69,-10.6,-17.28,-12.67,-1.15,5.07,-20.28,2.0,0.92,2.0,1.38,False
ACCO,under_touch,2025-03-27,4.51,4.39,2.76,12.4,24,0.7,3.66,-2.8,-84.22,4.74,,-10.86,-19.51,-13.53,-23.28,-4.88,0.22,-23.28,1.0,-3.1,3.0,0.2,True
ACCO,under_touch,2025-04-01,4.25,4.16,2.12,12.1,1,0.97,4.05,-3.63,-85.13,4.18,,-16.94,-13.18,-9.18,-15.53,0.94,0.94,-18.59,2.0,-5.41,1.0,2.69,True
ACCO,under_touch,2025-04-07,3.71,3.79,-2.15,11.4,1,1.18,5.2,-23.03,-87.02,3.56,,0.27,1.62,-3.77,-1.62,15.63,6.74,-8.09,1.0,-4.85,1.0,3.74,False
ACCO,under_touch,2025-04-09,3.88,3.52,10.18,10.9,1,1.71,6.08,-18.32,-86.42,3.73,,-7.22,0.0,-4.12,-3.35,10.57,1.8,-12.11,17.0,-10.82,1.0,1.74,True
ACCO,under_touch,2025-04-21,3.59,3.53,1.65,10.9,8,0.75,6.41,-17.28,-87.44,3.06,,6.41,-3.62,5.57,-4.18,19.5,11.42,-5.01,10.0,-3.62,2.0,0.89,True
ACCO,under_touch,2025-05-02,3.67,3.54,3.54,10.9,17,1.47,4.46,-8.71,-87.16,2.84,,1.63,5.18,-5.45,4.63,16.89,8.99,-7.08,1.0,-5.72,3.0,1.26,True
ACCO,under_touch,2025-05-23,3.46,3.57,-2.99,10.9,32,1.39,3.94,-11.28,-87.89,2.62,,0.29,10.12,0.58,16.18,23.99,12.14,-4.05,2.0,2.31,4.0,3.27,False
ACCO,under_touch,2025-05-30,3.59,3.57,0.49,10.9,36,2.83,3.24,-6.99,-87.44,3.12,,4.46,-0.28,-0.28,8.08,19.5,8.08,-7.52,1.0,-3.34,5.0,0.91,True
ACCO,under_touch,2025-06-13,3.58,3.59,-0.2,10.9,46,0.72,3.17,-8.21,-87.47,2.81,,-3.35,0.0,1.96,6.15,19.83,12.57,-7.26,1.0,-0.84,6.0,0.76,False
ACCO,under_touch,2025-06-17,3.44,3.44,-0.11,10.6,10,0.83,3.36,-9.23,-87.96,2.66,,1.16,13.66,10.17,13.66,24.71,17.15,-3.49,1.0,-1.45,1.0,0.4,False
ACCO,under_touch,2025-06-20,3.37,3.38,-0.34,10.5,1,2.59,3.58,-6.91,-88.21,2.99,,6.23,14.54,11.87,13.95,27.3,19.58,-0.59,,,1.0,1.81,False
ACDC,under_touch,2024-08-08,6.1,7.0,-12.91,15.5,67,2.6,11.41,-23.56,-77.41,5.16,,5.57,0.16,5.57,21.15,-13.61,14.59,-8.36,1.0,-5.41,1.0,14.05,False
ACDC,under_touch,2024-08-20,6.51,6.62,-1.68,122508.7,5,0.98,9.11,-13.89,-75.89,6.74,,5.38,-5.38,-1.84,6.91,-19.05,7.37,-11.52,1.0,-2.46,1.0,3.49,False
ACDC,under_touch,2024-08-22,6.11,6.29,-2.9,4061.7,1,0.75,8.17,-26.47,-77.37,6.22,,10.8,5.4,5.4,2.13,-13.75,14.4,-5.73,5.0,10.8,1.0,3.69,False
ACDC,under_touch,2024-08-28,6.71,6.68,0.51,4061.7,5,0.54,6.42,-27.77,-75.15,6.53,,-6.86,-8.79,-4.32,-17.73,-21.46,4.17,-14.16,1.0,0.89,2.0,0.99,True
ACDC,under_touch,2024-09-03,6.57,6.5,1.02,1171.8,7,1.61,5.65,-11.1,-75.67,6.54,,1.83,-1.07,9.13,-9.28,-19.79,11.26,-12.33,1.0,-6.24,1.0,2.51,True
ACDC,under_touch,2024-09-11,5.84,6.19,-5.64,239.1,4,1.71,7.34,-7.45,-78.37,5.43,,9.42,10.79,21.4,27.74,-9.76,32.71,0.34,1.0,4.79,1.0,6.93,False
ACDC,under_touch,2024-10-21,5.81,5.99,-3.08,43.3,28,1.19,7.94,-12.1,-78.48,4.04,,1.72,7.4,17.56,29.09,-9.29,33.22,-11.19,1.0,-2.41,1.0,3.25,False
ACDC,under_touch,2024-10-23,5.34,5.64,-5.34,4.6,1,1.08,8.39,-17.47,-80.22,3.76,,14.79,39.7,33.71,33.71,-1.31,44.94,-3.37,1.0,3.37,1.0,6.93,False
ACDC,under_touch,2025-04-04,5.16,5.75,-10.32,4.6,112,2.41,11.85,-26.81,-80.89,2.59,,-8.14,-9.88,-9.88,58.91,2.13,6.01,-22.48,1.0,-12.21,2.0,11.01,False
ACDC,under_touch,2025-05-07,4.22,4.0,5.5,0.0,19,1.44,10.16,-2.09,-84.37,3.22,,45.73,55.21,104.5,74.17,24.88,115.64,-9.24,1.0,-5.69,1.0,0.0,True
ACEL,upper_breakout,2024-12-06,12.35,12.23,1.01,-4.9,695,3.44,2.42,7.39,-18.27,3.37,1.0,-4.7,-14.57,-15.63,-3.0,-0.81,1.86,-15.95,1.0,-3.56,,,
ACEL,upper_breakout,2025-02-14,12.22,12.11,0.87,-4.9,741,1.35,2.68,14.96,-19.13,3.78,2.0,-2.45,-12.77,-19.64,-9.74,0.25,3.27,-21.36,4.0,-1.64,,,
ACEL,upper_breakout,2025-06-27,11.9,11.9,0.02,-4.9,832,1.59,1.97,5.78,-21.24,3.23,3.0,1.6,3.03,7.73,-3.53,2.94,9.16,-1.6,1.0,-1.09,,,
ACEL,under_touch,2025-04-04,9.57,9.52,0.52,12.7,571,2.92,3.06,-5.62,-36.66,3.66,,14.52,15.05,12.33,17.87,28.0,20.79,-4.18,,,1.0,5.25,True
ACET,under_touch,2024-07-02,17.6,17.6,-0.0,0.0,152,0.91,9.35,-23.61,-99.26,22.84,,15.45,19.09,37.27,32.73,-53.24,54.55,-4.55,1.0,-0.91,1.0,0.91,False
ACET,under_touch,2024-07-15,19.68,19.17,2.65,11514.7,6,0.67,7.49,-15.17,-99.17,27.88,,11.38,32.52,3.25,16.26,-58.18,38.21,-5.69,3.0,0.0,1.0,1.52,True
ACET,under_touch,2024-07-19,19.84,20.68,-4.04,11514.7,10,0.74,6.91,-8.82,-99.16,32.81,,28.23,16.13,23.39,20.97,-58.52,37.1,-1.61,9.0,21.77,2.0,10.23,False
ACET,under_touch,2024-08-06,21.28,20.69,2.85,880.0,12,0.46,9.23,9.92,-99.1,22.83,,-2.26,10.53,13.53,12.03,-61.33,23.3,-5.26,4.0,-4.51,1.0,0.25,True
ACET,under_touch,2024-08-12,20.32,21.45,-5.29,880.0,16,0.44,9.08,3.25,-99.14,19.76,,22.05,20.47,12.6,12.6,-59.5,29.13,0.79,1.0,2.36,2.0,6.03,False
ACET,under_touch,2024-09-06,23.68,22.77,4.02,448.3,18,1.27,7.14,11.28,-99.0,10.54,,0.68,3.38,-4.05,-15.54,-65.24,10.14,-10.81,2.0,-3.38,1.0,1.61,True
ACET,under_touch,2024-09-24,22.24,22.24,-0.02,245.9,9,0.95,8.19,-9.15,-99.06,9.08,,2.16,2.88,9.35,-25.9,-62.99,10.79,-5.04,1.0,-3.6,1.0,1.46,False
ACET,under_touch,2024-10-10,22.4,22.06,1.56,170.3,11,0.49,6.13,-8.5,-99.05,11.6,,5.71,1.43,-5.0,-25.0,-63.26,10.0,-14.29,2.0,-1.43,1.0,0.62,True
ACET,under_touch,2024-10-16,23.84,22.41,6.39,170.3,15,1.07,5.51,2.05,-98.99,12.35,,-3.36,-8.72,-23.49,-34.6,-65.48,3.36,-25.5,6.0,-4.7,2.0,0.75,True
ACET,under_touch,2024-10-23,23.04,22.85,0.81,170.3,20,0.37,4.96,7.46,-99.02,11.23,,-5.56,-9.72,-32.84,-40.26,-64.28,2.78,-35.42,1.0,-1.39,3.0,0.24,True
ACET,under_touch,2024-10-29,22.56,22.56,-0.01,147.5,2,0.47,4.91,-0.7,-99.05,7.59,,-7.09,-14.89,-31.89,-31.91,-63.52,1.42,-37.16,1.0,-3.55,1.0,0.01,False
ACET,under_touch,2024-10-31,20.48,21.67,-5.47,114.5,1,1.28,5.89,-9.86,-99.13,4.64,,3.91,-17.97,-11.72,-29.63,-59.81,9.38,-30.78,1.0,-2.34,1.0,6.95,False
ACET,under_touch,2024-11-04,20.16,20.04,0.59,67.7,1,1.93,6.38,-10.64,-99.15,4.98,,0.0,-23.18,-12.7,-22.71,-59.18,11.11,-29.68,5.0,0.0,1.0,4.2,True
ACET,under_touch,2024-11-11,20.16,20.25,-0.43,67.7,6,2.1,7.09,-8.7,-99.15,6.54,,-23.18,-28.25,-15.87,-27.21,-59.18,1.59,-29.68,1.0,-4.76,2.0,3.59,False
ACET,under_touch,2024-11-13,18.24,18.9,-3.51,37.7,1,2.86,8.11,-23.49,-99.23,6.98,,-15.17,-2.63,-14.53,-20.25,-54.88,4.39,-22.28,1.0,-7.89,1.0,6.05,False
ACET,under_touch,2024-11-20,15.47,15.84,-2.32,19067.0,2,1.89,10.61,-32.84,-99.35,8.47,,14.78,2.1,-11.04,-5.08,-46.81,23.05,-16.24,1.0,-5.49,1.0,4.72,False
ACET,under_touch,2024-12-05,15.8,15.34,2.97,1106.8,7,1.06,9.74,-24.05,-99.33,14.74,,-1.32,-12.87,10.39,2.29,-47.91,13.71,-17.97,5.0,-1.32,1.0,4.06,True
ACET,under_touch,2024-12-12,15.59,16.12,-3.28,1106.8,12,0.54,9.07,-14.53,-99.34,13.18,,-11.71,-5.01,-6.69,-11.07,-47.21,13.92,-16.87,1.0,-0.99,2.0,4.71,False
ACET,under_touch,2024-12-17,15.29,14.62,4.59,61.8,2,0.6,9.08,-1.29,-99.35,12.15,,-4.1,1.93,-4.92,1.53,-46.16,16.18,-15.22,1.0,-6.28,1.0,0.35,True
ACET,under_touch,2024-12-23,14.3,14.61,-2.12,359240121.9,1,0.66,9.05,-0.7,-99.39,10.62,,7.64,7.42,3.14,3.46,-42.44,24.2,-4.76,1.0,2.52,1.0,5.81,False
ACET,under_touch,2024-12-30,14.41,14.31,0.69,6355.3,3,0.93,7.95,-20.29,-99.39,8.31,,9.03,3.24,-1.19,-0.21,-42.89,23.24,-5.5,6.0,6.58,1.0,3.99,True
ACET,under_touch,2025-01-08,15.36,15.8,-2.81,6355.3,9,0.83,8.86,-9.43,-99.35,8.62,,-4.21,-3.98,0.54,-20.52,-46.42,13.54,-11.46,1.0,-4.47,2.0,6.74,False
ACET,under_touch,2025-01-13,13.99,14.37,-2.65,545.6,1,0.84,9.35,-14.25,-99.41,7.96,,7.35,2.23,3.02,-9.23,-41.19,24.63,-2.81,4.0,3.86,1.0,5.12,False
ACET,under_touch,2025-01-17,14.53,14.81,-1.84,545.6,5,0.42,8.73,-4.92,-99.38,7.46,,0.18,-1.2,6.78,-12.44,-43.38,19.99,-7.71,2.0,1.06,2.0,4.91,False
ACET,under_touch,2025-01-28,14.31,14.03,1.96,130.1,9,0.37,6.91,-6.86,-99.39,5.52,,2.89,0.77,0.92,0.25,-42.47,21.91,-6.23,3.0,-1.02,1.0,0.36,True
ACET,under_touch,2025-02-03,14.36,14.22,1.0,130.1,13,0.54,5.7,-7.84,-99.39,4.91,,0.28,8.08,-2.95,-18.11,-42.69,21.45,-8.64,5.0,0.28,2.0,4.34,True
ACET,under_touch,2025-02-10,14.4,14.45,-0.38,130.1,18,0.62,7.95,-1.86,-99.39,21.56,,7.78,-0.78,-12.37,-33.33,-42.85,15.56,-17.22,1.0,0.11,3.0,2.15,False
ACET,under_touch,2025-02-12,13.86,13.7,1.18,49.3,1,0.34,8.33,-4.7,-99.41,20.93,,15.41,-0.8,-10.46,-48.4,-40.64,20.02,-14.02,10.0,-0.8,1.0,2.1,True
ACET,under_touch,2025-02-25,14.29,13.88,2.96,49.3,9,0.26,9.44,-1.87,-99.4,23.1,,-2.46,-11.68,-0.9,-32.65,-42.4,6.38,-17.05,2.0,-3.74,2.0,2.0,True
ACET,under_touch,2025-03-03,13.56,13.97,-2.89,49.3,13,0.21,7.77,-4.23,-99.43,23.41,,-9.98,-8.28,-10.92,-26.59,-39.31,12.08,-12.61,1.0,2.76,3.0,3.76,False
ACET,under_touch,2025-03-07,12.74,13.13,-2.99,6.7,3,0.76,7.94,-22.71,-99.46,7.39,,-1.7,-3.77,-19.77,-16.39,-35.39,19.33,-21.34,1.0,-4.16,1.0,4.22,False
ACET,under_touch,2025-03-21,12.26,11.92,2.83,0.0,8,0.5,6.95,-21.3,-99.48,4.57,,8.37,-16.63,-25.81,-7.88,-32.86,24.0,-41.64,7.0,-4.06,1.0,0.58,True
ACET,under_touch,2025-04-01,11.76,11.92,-1.34,0.0,15,1.1,9.06,-15.61,-99.5,3.72,,-18.37,-19.51,-9.92,-2.04,-30.02,2.35,-39.17,1.0,-1.5,2.0,1.34,False
ACET,under_touch,2025-04-07,9.92,11.92,-16.77,0.0,19,1.14,11.92,-18.73,-99.58,3.06,,-8.72,-6.19,-2.79,27.56,-17.05,12.09,-27.9,1.0,-3.24,3.0,22.12,False
ACET,under_touch,2025-04-09,8.32,9.93,-16.19,470366.3,1,3.4,15.07,-34.5,-99.65,3.02,,9.87,18.12,-8.0,45.63,-1.08,33.67,-14.02,1.0,-14.02,1.0,16.19,False
ACET,under_touch,2025-04-17,8.41,9.18,-8.39,29287473.6,4,0.61,14.12,-31.21,-99.64,5.02,,11.41,27.42,47.81,36.17,-2.17,47.81,-10.23,1.0,8.1,1.0,8.89,False
ACET,under_touch,2025-05-06,9.64,10.47,-7.86,28145.8,11,0.43,8.21,-2.79,-99.59,4.61,,10.82,24.32,31.22,0.7,-14.67,32.68,-21.7,1.0,-18.65,1.0,8.14,False
ACET,under_touch,2025-05-08,7.65,7.88,-2.86,260.6,1,1.16,10.62,-8.0,-99.68,3.58,,33.36,50.23,58.3,42.73,7.52,67.18,4.52,,,1.0,4.16,False
ACHR,upper_breakout,2024-11-19,5.13,5.09,0.71,-29.2,234,1.64,7.66,55.45,-72.42,109.34,1.0,40.74,35.67,74.46,89.08,32.36,106.24,-4.87,1.0,-1.36,,,
ACHR,upper_breakout,2024-11-21,5.78,5.08,13.78,-29.2,236,1.82,7.86,87.06,-68.92,134.44,2.0,65.57,43.25,64.19,71.11,17.47,83.04,-0.69,,,,,
ACIW,upper_breakout,2024-07-11,40.18,39.58,1.52,-2.6,8,1.34,1.87,16.97,-7.06,29.82,1.0,4.06,6.02,15.26,19.01,30.01,21.45,-0.62,,,,,
ACLX,upper_breakout,2024-08-23,69.38,69.13,0.36,-16.3,107,0.65,4.06,7.72,-7.62,30.17,1.0,-0.92,7.05,23.93,30.12,65.85,27.79,-7.61,4.0,-2.74,,,
ACLX,upper_breakout,2024-09-05,70.37,68.74,2.38,-16.3,115,1.38,4.34,38.22,-6.3,29.46,2.0,6.25,21.4,8.28,19.75,63.52,25.99,-3.34,,,,,
ACLX,upper_breakout,2025-01-28,64.24,64.13,0.17,-16.3,213,0.5,5.49,-18.7,-40.17,44.48,3.0,5.42,-1.68,-6.2,9.14,79.13,9.34,-6.48,10.0,-1.68,,,
ACLX,upper_breakout,2025-02-13,63.71,63.59,0.2,-16.3,225,0.88,4.65,-5.63,-40.66,39.22,4.0,0.06,1.74,12.51,-7.16,80.62,17.19,-10.27,3.0,-0.66,,,
ACLX,upper_breakout,2025-02-20,65.61,63.41,3.48,-16.3,229,1.06,4.5,-0.36,-38.89,36.71,5.0,-6.43,4.56,8.81,-5.47,75.38,13.79,-12.86,2.0,-3.96,,,
ACLX,upper_breakout,2025-02-28,64.82,63.14,2.67,-16.3,235,1.88,4.86,-4.08,-39.63,39.47,6.0,9.13,10.58,4.84,-0.42,77.52,15.18,-6.17,1.0,-3.38,,,
ACLX,upper_breakout,2025-03-04,65.63,63.05,4.1,-16.3,237,1.32,5.25,1.34,-38.87,39.93,7.0,4.16,6.46,-7.51,-1.04,75.33,13.76,-9.31,20.0,-7.51,,,
ACLX,upper_breakout,2025-04-02,67.23,62.12,8.23,-16.3,258,1.38,5.62,-2.4,-37.38,44.29,8.0,-12.0,-9.73,-2.53,-7.69,71.16,-0.49,-26.49,2.0,-12.85,,,
ACLX,upper_breakout,2025-05-01,65.53,64.92,0.95,-66.8,25,0.5,4.23,-2.53,-38.97,41.09,1.0,-14.15,-10.8,-5.3,0.49,75.6,6.58,-26.96,3.0,-19.43,,,
ACLX,upper_breakout,2025-05-21,65.54,63.93,2.52,-63.7,13,2.55,8.63,3.0,-38.96,61.51,1.0,-2.84,1.08,-3.88,5.89,75.57,5.4,-7.45,3.0,-5.48,,,
ACLX,upper_breakout,2025-05-29,63.68,62.66,1.63,-63.7,18,0.48,7.01,-1.96,-40.69,67.91,2.0,4.04,4.44,2.62,10.85,80.7,8.48,-4.33,1.0,-2.54,,,
ACLX,upper_breakout,2025-06-03,65.14,61.91,5.22,-63.7,21,0.53,6.61,0.76,-39.33,72.77,3.0,2.26,-3.47,1.84,9.59,76.65,6.05,-6.48,,,,,
ACLX,under_touch,2024-07-02,53.25,53.18,0.14,179.7,15,1.07,4.22,-0.73,-29.09,26.89,,7.7,23.02,16.08,30.14,116.09,26.52,-0.47,,,1.0,0.43,True
ACLX,under_touch,2024-08-02,55.31,58.17,-4.92,179.7,37,1.52,5.36,2.18,-26.35,23.59,,6.76,18.03,24.28,50.99,108.05,33.97,-11.41,1.0,-7.63,2.0,8.1,False
ACLX,under_touch,2025-01-08,72.26,73.59,-1.8,158.3,108,1.37,5.53,-12.89,-32.7,46.62,,-7.27,-12.81,-7.4,-0.19,59.24,-2.52,-14.5,1.0,-4.4,1.0,1.99,False
ACLX,under_touch,2025-01-13,67.36,67.68,-0.47,149.5,1,0.84,5.52,-22.56,-37.26,45.79,,-1.17,-4.63,-6.24,7.96,70.83,4.28,-8.28,1.0,-4.02,1.0,3.69,False
ACLX,under_touch,2025-01-15,67.51,64.63,4.46,144.5,1,1.08,5.79,-19.44,-37.12,47.82,,-3.14,0.1,-5.63,6.18,70.45,4.04,-9.15,5.0,-3.14,1.0,1.56,True
ACLX,under_touch,2025-01-22,65.85,65.55,0.45,144.5,5,1.45,5.72,-12.45,-38.67,44.42,,-1.93,4.12,-0.36,8.41,74.75,6.67,-6.86,1.0,-0.7,2.0,2.67,True
