ticker,side,event_date,close,line,gap_vs_line_pct,slope_yr_pct,days_since_anchor,vol_ratio20,atr_pct,runup_20d,dist_from_ath_pct,dollar_vol_m,attempt_no,ret_5d,ret_10d,ret_20d,ret_40d,ret_end,mfe_20d,mae_20d,stop_day,ret_at_stop,touch_no,pierce_depth_pct,closed_above
ABG,upper_breakout,2024-03-28,235.78,234.2,0.67,-6.7,188,1.09,2.31,12.91,-8.04,39.77,3.0,-4.97,-7.75,-5.86,-1.9,-11.89,0.0,-12.37,2.0,-4.0,,,
ABG,upper_breakout,2024-05-13,234.85,232.21,1.14,-6.7,219,1.25,3.06,9.17,-8.4,41.15,4.0,1.77,-1.03,-1.93,3.7,-11.54,4.38,-4.05,8.0,-2.88,,,
ABG,upper_breakout,2024-05-28,232.44,231.57,0.38,-6.7,229,0.8,2.57,6.39,-9.34,39.34,5.0,2.28,-0.92,-4.45,7.32,-10.62,4.92,-4.68,1.0,-2.17,,,
ABG,upper_breakout,2024-05-30,233.61,231.44,0.94,-6.7,231,0.76,2.57,10.9,-8.88,38.02,6.0,0.78,-0.11,-2.46,9.41,-11.07,4.4,-5.16,8.0,-1.41,,,
ABG,upper_breakout,2024-06-12,234.54,230.86,1.59,-6.7,240,1.06,2.59,-3.48,-8.52,34.16,7.0,-2.69,-3.58,5.73,-0.26,-11.42,6.66,-5.53,2.0,-1.97,,,
ABG,upper_breakout,2024-06-17,235.75,230.67,2.2,-6.7,243,0.73,2.72,-2.23,-8.05,33.15,8.0,-5.13,-3.58,8.52,-5.32,-11.88,10.15,-6.02,2.0,-3.19,,,
ABM,upper_breakout,2023-12-13,52.3,51.91,0.75,-2.4,413,5.43,2.56,25.66,-5.73,25.05,1.0,-13.19,-13.48,-19.56,-21.49,-7.69,1.43,-20.38,1.0,-10.21,,,
ABM,upper_breakout,2024-06-21,52.64,52.61,0.05,-1.6,129,7.37,2.6,10.43,-5.12,42.81,1.0,-3.93,-5.76,3.38,3.74,-8.28,3.5,-7.45,1.0,-2.6,,,
ACDC,under_touch,2023-07-05,11.3,11.15,1.37,326.3,2,0.79,5.25,-3.58,-58.15,8.05,,11.15,13.63,8.85,-2.04,-53.36,16.19,-6.19,1.0,-2.21,1.0,0.25,True
ACDC,under_touch,2023-07-28,12.39,12.29,0.79,326.3,19,0.73,3.74,8.02,-54.11,5.41,,1.94,-9.12,-17.27,-12.83,-57.47,14.85,-19.53,3.0,-0.73,2.0,0.27,True
ACDC,under_touch,2023-08-03,12.44,12.58,-1.11,326.3,23,0.88,4.0,12.58,-53.93,5.48,,-3.54,-14.71,-11.58,-12.54,-57.64,14.39,-19.86,1.0,1.53,3.0,3.41,False
ACDC,under_touch,2023-08-10,12.0,11.8,1.73,193.8,25,3.78,5.15,-4.61,-55.56,6.29,,-11.58,-14.92,-7.17,-26.08,-56.08,-0.83,-16.92,1.0,-6.17,1.0,0.31,True
ACDC,under_touch,2023-08-15,10.37,10.81,-4.07,100.4,1,1.21,6.63,-17.5,-61.59,5.88,,0.19,4.34,7.23,-4.92,-49.18,12.63,-3.86,1.0,0.87,1.0,5.18,False
ACDC,under_touch,2023-08-18,10.91,10.31,5.82,63.6,3,1.09,6.3,-13.21,-59.59,6.59,,-6.05,1.56,1.83,-13.2,-51.7,9.44,-8.62,4.0,-6.42,1.0,0.0,True
ACDC,under_touch,2023-08-24,10.21,10.39,-1.74,63.6,7,0.7,6.53,-17.93,-62.19,6.31,,7.74,9.11,3.82,-7.35,-48.38,16.94,-2.35,1.0,0.39,2.0,2.03,False
ACDC,under_touch,2023-10-02,10.21,10.32,-1.04,41.2,25,1.18,5.3,-7.85,-62.19,6.36,,-5.88,-7.25,-6.66,-20.86,-48.38,0.88,-15.77,1.0,-1.18,1.0,1.33,False
ACDC,under_touch,2023-10-04,9.47,10.02,-5.49,30.4,1,1.01,5.52,-13.59,-64.93,6.15,,4.12,-0.32,-3.59,-14.89,-44.35,5.39,-9.19,1.0,-4.33,1.0,5.79,False
ACDC,under_touch,2023-10-06,8.87,9.01,-1.55,0.0,1,1.09,5.65,-20.38,-67.15,5.83,,7.78,6.65,8.57,-4.4,-40.59,14.32,-3.04,,,1.0,2.11,False
ACDC,under_touch,2023-10-17,9.57,9.01,6.22,0.0,8,1.89,5.7,-14.25,-64.56,5.52,,-5.75,-1.57,-7.11,-14.21,-44.93,5.96,-19.02,15.0,-12.23,2.0,1.33,True
ACDC,under_touch,2023-10-25,9.02,9.01,0.11,0.0,14,1.01,5.49,-20.88,-66.59,5.03,,1.22,-6.98,-7.54,-7.21,-41.57,12.42,-14.08,9.0,-6.87,3.0,4.55,True
ACDC,under_touch,2023-11-01,9.13,9.01,1.33,0.0,19,0.99,5.21,-3.59,-66.19,4.85,,-8.11,-4.38,-11.72,-7.12,-42.28,11.06,-15.12,4.0,-8.0,4.0,0.22,True
ACDC,under_touch,2023-11-07,8.4,9.01,-6.77,0.0,23,2.19,5.92,-12.23,-68.89,4.44,,5.83,-2.86,-9.17,-4.76,-37.26,9.17,-9.4,1.0,-0.12,5.0,7.99,False
ACDC,under_touch,2023-11-13,8.49,9.01,-5.77,0.0,27,1.48,6.66,-10.35,-68.56,5.31,,-2.12,-4.83,-8.13,-13.07,-37.93,8.01,-10.72,1.0,4.71,6.0,11.99,False
ACDC,under_touch,2023-11-16,8.1,8.5,-4.66,32469.7,3,1.53,7.5,-16.75,-70.0,5.47,,3.46,3.7,0.99,-13.58,-34.94,10.86,-6.42,1.0,3.95,1.0,7.36,False
ACDC,under_touch,2023-11-21,8.16,7.96,2.5,163.3,3,1.09,7.34,-9.53,-69.78,6.01,,-1.23,-6.5,0.98,-8.58,-35.42,10.05,-7.11,4.0,-0.98,1.0,0.02,True
ACDC,under_touch,2023-11-28,8.08,8.08,-0.06,163.3,7,0.69,6.51,-15.22,-70.07,6.26,,-0.25,-3.47,5.32,-4.33,-34.78,11.14,-6.19,1.0,-0.25,2.0,1.05,False
ACDC,under_touch,2023-12-06,7.63,7.9,-3.41,32.7,9,0.99,5.62,-9.17,-71.74,5.94,,7.6,7.99,4.85,-9.57,-30.93,17.69,-0.66,1.0,0.39,1.0,3.66,False
ACDC,under_touch,2023-12-12,7.8,7.94,-1.7,32.7,13,0.98,4.88,-8.13,-71.11,5.26,,10.9,9.1,-5.38,-6.28,-32.44,15.13,-8.72,13.0,2.31,2.0,3.34,False
ACDC,under_touch,2024-01-02,7.98,8.05,-0.89,32.7,26,1.55,6.03,-5.0,-70.44,5.35,,-1.88,-12.28,-0.88,2.51,-33.96,4.76,-19.05,1.0,-0.38,3.0,1.64,False
ACDC,under_touch,2024-01-08,7.95,7.58,4.88,0.0,3,0.87,5.57,3.79,-70.56,5.69,,-12.33,-7.3,-9.69,-2.01,-33.71,5.16,-18.74,2.0,-6.67,1.0,0.0,True
ACDC,under_touch,2024-01-12,7.46,7.58,-1.58,0.0,7,0.75,5.33,-9.14,-72.37,5.38,,0.0,3.49,-2.82,6.3,-29.36,12.06,-13.4,1.0,-6.57,2.0,3.03,False
ACDC,under_touch,2024-01-16,6.97,7.59,-8.14,301513.7,1,0.98,5.91,-19.42,-74.19,4.98,,5.74,18.79,-1.43,5.74,-24.39,19.94,-7.32,1.0,0.43,1.0,8.66,False
ACDC,under_touch,2024-01-19,7.24,7.39,-2.05,2343545474.2,1,1.0,5.75,-16.3,-73.19,5.05,,6.77,-3.04,4.83,8.01,-27.21,15.47,-8.43,1.0,3.04,1.0,4.48,False
ACDC,under_touch,2024-01-23,7.37,7.34,0.4,314323.5,1,1.04,5.58,-11.95,-72.7,5.14,,12.35,-2.58,-0.14,11.4,-28.49,13.43,-10.04,1.0,2.31,1.0,2.74,True
ACDC,under_touch,2024-01-29,7.72,7.56,2.09,14178.4,2,0.64,4.99,-9.81,-71.41,5.4,,-10.62,-6.09,4.53,3.63,-31.74,8.29,-14.12,3.0,-2.46,1.0,0.95,True
ACDC,under_touch,2024-02-02,7.02,8.18,-14.2,14178.4,6,1.01,6.24,-8.12,-74.0,5.32,,4.13,8.12,17.66,22.51,-24.93,21.65,-5.56,1.0,-1.71,2.0,14.2,False
ACDC,under_touch,2024-02-05,6.9,7.07,-2.39,473.1,1,1.08,6.2,-13.75,-74.44,5.2,,5.07,9.57,20.43,29.86,-23.62,23.77,-2.75,2.0,0.87,1.0,6.21,False
ACDC,under_touch,2024-02-09,7.31,7.27,0.59,473.1,5,0.95,6.19,-0.95,-72.93,5.5,,3.83,3.42,6.98,18.47,-27.91,16.83,-8.21,1.0,-0.82,2.0,0.65,True
ACDC,under_touch,2024-02-14,6.73,6.72,0.1,65.5,7,0.99,6.64,-3.86,-75.07,5.2,,8.92,21.55,15.75,25.56,-21.69,26.89,1.34,,,1.0,0.2,True
ACDC,under_touch,2024-04-30,7.27,7.46,-2.54,65.5,59,1.55,6.57,-15.47,-73.07,6.82,,0.96,19.81,28.47,0.83,-27.51,33.84,-7.29,1.0,-6.05,2.0,2.81,False
ACDC,under_touch,2024-05-02,6.86,6.83,0.51,20.6,1,1.12,7.16,-22.57,-74.59,6.52,,20.26,24.64,40.23,6.12,-23.18,42.13,1.02,,,1.0,1.25,True
ACET,under_touch,2023-07-17,51.36,49.74,3.26,626251.0,12,0.26,15.88,-29.14,-97.83,96.68,,-21.81,-16.82,-33.33,-50.16,-83.98,1.87,-37.38,1.0,-2.18,1.0,1.24,True
ACET,under_touch,2023-07-20,47.36,51.46,-7.96,207608.1,1,0.24,9.82,-35.93,-98.0,87.22,,-15.54,-19.93,-33.45,-42.23,-82.62,2.0,-34.12,1.0,-0.68,1.0,8.89,False
ACET,under_touch,2023-07-24,40.16,45.9,-12.5,17825.1,1,0.54,11.71,-46.93,-98.3,72.57,,6.37,-10.76,-24.7,-32.27,-79.51,9.76,-26.16,1.0,-3.78,1.0,14.59,False
ACET,under_touch,2023-07-26,40.32,38.88,3.72,1217.6,1,0.22,9.93,18.31,-98.29,56.46,,-1.59,-16.67,-30.95,-39.29,-79.59,9.33,-31.35,4.0,0.4,1.0,1.64,True
ACET,under_touch,2023-08-01,40.48,40.5,-0.05,1217.6,5,0.8,8.47,-7.33,-98.29,32.89,,-13.04,-15.81,-31.23,-43.08,-79.67,0.0,-35.77,1.0,-1.98,2.0,0.84,False
ACET,under_touch,2023-08-03,37.92,38.45,-1.37,552.3,1,0.58,8.45,-24.52,-98.4,22.02,,-0.84,-16.88,-15.61,-42.19,-78.3,5.06,-31.43,1.0,-0.84,1.0,1.78,False
ACET,under_touch,2023-08-07,35.84,37.67,-4.86,375.3,1,1.57,9.1,-33.73,-98.48,18.88,,-4.46,-15.63,-16.96,-41.96,-77.04,8.93,-27.46,1.0,-1.79,1.0,10.39,False
ACET,under_touch,2023-08-09,33.6,33.91,-0.92,77.2,2,0.9,9.13,-38.24,-98.58,17.42,,-1.9,-17.14,-15.24,-37.14,-75.51,16.19,-22.62,4.0,1.43,1.0,0.92,False
ACET,under_touch,2023-08-15,34.08,34.22,-0.42,77.2,6,0.61,8.95,-32.17,-98.56,17.07,,-16.43,-18.31,-22.07,-29.58,-75.85,2.11,-24.88,1.0,-3.29,2.0,3.69,False
ACET,under_touch,2023-08-17,31.52,32.24,-2.23,13.0,5,0.69,9.38,-33.45,-98.67,14.99,,-11.17,1.52,-13.2,-29.95,-73.89,5.08,-18.78,1.0,-5.08,1.0,3.22,False
ACET,under_touch,2023-08-23,27.84,32.3,-13.81,13.0,9,2.47,10.21,-30.95,-98.82,14.16,,3.45,2.3,-12.07,-16.09,-70.44,18.97,-12.07,1.0,0.57,2.0,14.3,False
ACET,under_touch,2023-08-29,27.84,32.36,-13.98,13.0,13,0.66,8.96,-31.23,-98.82,15.09,,4.02,-4.6,-17.24,-29.89,-70.44,18.97,-21.26,1.0,3.45,3.0,17.93,False
ACET,under_touch,2023-09-06,28.96,29.55,-1.98,21387.7,5,0.55,7.04,-17.73,-98.77,15.15,,-8.29,-11.6,-28.73,-28.18,-71.58,2.27,-30.39,1.0,-1.66,1.0,4.69,False
ACET,under_touch,2023-09-08,27.04,28.48,-5.07,1669.0,1,0.56,7.26,-28.09,-98.86,13.16,,1.18,-13.61,-23.67,-2.37,-69.56,9.53,-26.63,1.0,0.59,1.0,5.07,False
ACET,under_touch,2023-09-12,25.6,26.8,-4.49,115.2,1,3.23,7.25,-25.23,-98.92,13.84,,6.25,-10.63,-10.63,-17.81,-67.85,15.69,-22.5,1.0,3.75,1.0,4.49,False
ACET,under_touch,2023-09-20,25.6,25.6,0.0,0.0,5,0.37,7.53,-10.11,-98.92,13.55,,-10.0,-19.37,-10.0,-24.38,-67.85,0.31,-22.5,1.0,-4.38,1.0,0.63,False
ACET,under_touch,2023-09-26,22.88,25.6,-10.63,0.0,9,0.43,7.82,-14.88,-99.03,10.42,,-9.09,0.0,-8.39,-19.58,-64.03,11.97,-13.29,1.0,0.7,2.0,14.37,False
ACET,under_touch,2023-09-28,22.72,23.88,-4.87,4910092.5,1,0.43,7.97,-21.11,-99.04,9.64,,-7.04,-4.93,-9.86,-16.2,-63.78,12.75,-16.55,1.0,-3.52,1.0,8.22,False
ACET,under_touch,2023-10-04,20.64,20.64,-0.01,621.7,1,0.35,8.75,-28.73,-99.13,9.03,,16.28,11.63,0.78,-8.53,-60.13,24.12,-8.14,2.0,0.0,1.0,2.33,False
ACET,under_touch,2023-10-25,19.52,19.84,-1.61,0.0,12,1.21,11.57,-15.28,-99.17,7.5,,6.56,9.02,-5.74,21.31,-57.84,38.52,-9.84,12.0,-1.64,1.0,1.61,False
ACET,under_touch,2023-11-09,20.0,19.84,0.81,0.0,23,1.01,11.69,-7.41,-99.15,7.29,,-6.4,-4.8,10.4,176.0,-58.85,12.4,-12.0,1.0,-4.0,2.0,0.0,True
ACET,under_touch,2023-11-15,19.36,19.55,-1.0,51642595.7,1,1.16,11.15,-15.97,-99.18,7.24,,-4.96,-2.48,36.36,147.93,-57.49,37.19,-9.09,1.0,-3.31,1.0,2.63,False
ACET,under_touch,2023-11-20,18.72,18.9,-0.97,810984.1,1,0.49,11.44,-15.22,-99.21,6.44,,-5.13,3.42,35.47,108.55,-56.04,41.88,-5.98,1.0,-1.71,1.0,2.66,False
ACET,under_touch,2023-11-28,17.76,17.6,0.91,0.0,4,0.79,7.98,-15.27,-99.25,5.34,,9.01,23.42,58.56,127.93,-53.66,58.56,-0.9,,,1.0,0.0,True
ACHR,upper_breakout,2023-07-05,4.85,4.74,2.38,-43.9,3,1.58,8.94,61.67,-73.92,29.3,1.0,1.65,-3.3,32.16,42.89,40.0,46.39,-13.2,1.0,-11.13,,,
ACHR,upper_breakout,2023-07-13,5.1,4.95,3.13,-42.5,5,1.44,10.17,15.91,-72.58,33.38,1.0,-6.67,-10.59,14.31,33.53,33.14,39.22,-12.94,1.0,-3.92,,,
ACHR,upper_breakout,2023-07-17,5.28,4.92,7.24,-42.5,7,0.74,10.5,18.65,-71.61,33.1,2.0,-13.26,27.46,24.24,23.48,28.6,34.47,-15.91,2.0,-11.17,,,
ACHR,upper_breakout,2023-07-26,4.86,4.85,0.24,-42.5,14,0.47,8.77,43.36,-73.87,31.7,3.0,31.89,18.52,48.56,13.37,39.71,54.12,-7.2,1.0,-6.17,,,
ACHR,upper_breakout,2023-07-31,6.73,5.48,22.79,-39.4,9,5.55,7.78,63.35,-63.82,50.57,1.0,-16.34,-2.53,-5.05,-28.68,0.89,11.29,-21.99,,,,,
ACHR,upper_breakout,2023-09-29,5.06,5.03,0.55,-39.4,52,0.64,7.59,-27.4,-72.8,41.32,2.0,0.4,0.99,-12.06,17.19,34.19,10.87,-12.65,1.0,-4.35,,,
ACHR,upper_breakout,2023-10-06,5.08,4.98,1.96,-39.4,57,0.6,6.81,-25.4,-72.69,35.79,3.0,0.59,-4.13,7.68,28.15,33.66,10.43,-13.58,10.0,-4.13,,,
ACHR,upper_breakout,2023-10-24,4.96,4.87,1.95,-39.4,69,0.68,6.34,3.33,-73.33,21.61,4.0,-4.23,8.06,18.95,25.81,36.9,34.07,-11.49,1.0,-8.27,,,
ACHR,upper_breakout,2023-12-08,6.73,6.72,0.09,-30.4,75,1.24,5.43,27.95,-63.82,39.42,1.0,-0.45,-4.16,-19.61,-27.04,0.89,4.31,-21.1,1.0,-1.34,,,
ACHR,upper_breakout,2023-12-14,6.9,6.69,3.22,-30.4,79,1.92,5.42,6.98,-62.9,38.4,2.0,-6.81,-11.01,-28.12,-25.22,-1.59,1.01,-28.26,2.0,-6.81,,,
ACHR,upper_breakout,2023-12-19,6.67,6.66,0.21,-30.4,82,0.81,5.7,6.89,-64.14,37.33,3.0,-4.65,-15.29,-24.14,-21.44,1.8,0.45,-27.74,1.0,-6.45,,,
ACIW,upper_breakout,2023-11-09,26.04,24.91,4.52,-18.3,435,4.42,3.8,26.29,-39.76,19.11,1.0,-1.69,0.69,6.87,14.32,100.61,7.33,-4.92,,,,,
ACIW,under_touch,2023-10-27,19.75,19.89,-0.73,13.6,2341,1.17,3.77,-12.46,-54.31,8.64,,21.97,32.15,34.43,54.73,164.51,36.46,-0.35,,,1.0,1.68,False
ACLX,upper_breakout,2023-08-23,35.2,34.91,0.84,-69.8,57,0.91,4.54,3.93,-28.05,16.76,1.0,0.91,1.48,-0.57,-8.1,226.9,7.22,-8.27,,,,,
ACLX,under_touch,2023-07-03,31.51,31.26,0.79,334.5,2,0.31,5.24,-24.96,-35.59,25.85,,5.3,7.39,8.47,13.52,265.19,10.66,-2.44,15.0,8.06,1.0,0.04,True
ACLX,under_touch,2023-07-20,33.74,33.53,0.63,334.5,14,0.68,3.66,2.0,-31.03,19.65,,-1.93,0.36,3.44,-2.02,241.05,11.53,-3.32,3.0,0.92,2.0,0.17,True
ACLX,under_touch,2023-07-26,33.87,34.32,-1.31,334.5,18,1.24,3.34,5.84,-30.76,14.07,,0.97,2.04,3.93,3.34,239.74,11.1,-3.69,1.0,-2.3,3.0,3.81,False
ACLX,under_touch,2023-07-27,33.09,33.2,-0.33,320.5,1,1.07,3.54,4.98,-32.36,13.69,,2.33,2.69,5.56,2.63,247.75,13.72,-1.42,1.0,0.76,1.0,1.59,False
ACLX,under_touch,2023-07-31,34.25,33.04,3.66,314.8,2,0.73,3.29,8.32,-29.99,13.87,,0.41,-1.66,4.76,1.17,235.97,9.87,-4.76,8.0,-0.79,1.0,0.21,True
ACLX,under_touch,2023-08-07,34.39,33.99,1.19,314.8,7,0.8,3.85,1.45,-29.7,13.86,,-2.06,2.12,6.14,-0.9,234.6,9.74,-5.15,3.0,-1.19,2.0,0.31,True
ACLX,under_touch,2023-08-11,33.66,34.76,-3.17,314.8,11,0.82,4.15,0.9,-31.19,13.02,,3.33,5.73,6.03,6.86,241.86,12.12,-3.09,1.0,0.06,3.0,3.66,False
ACLX,under_touch,2023-08-14,33.68,33.68,0.01,302.4,1,1.46,4.18,-1.38,-31.15,13.0,,4.28,6.53,2.43,8.11,241.66,12.05,1.37,6.0,2.85,1.0,3.13,True
ACLX,under_touch,2023-08-18,34.78,34.43,1.02,302.4,5,1.1,4.67,2.72,-28.9,16.82,,2.33,7.53,-2.56,-2.07,230.85,8.51,-7.16,2.0,-0.4,2.0,0.84,True
ACLX,under_touch,2023-08-24,34.93,35.2,-0.76,302.4,9,0.68,4.29,5.56,-28.6,16.42,,2.61,0.52,-2.78,-4.58,229.43,8.04,-7.56,3.0,2.4,3.0,2.04,False
ACLX,under_touch,2023-08-30,35.52,35.98,-1.29,302.4,13,0.79,4.31,3.86,-27.39,16.1,,0.56,-6.19,2.62,-10.11,223.96,6.25,-9.09,1.0,0.9,4.0,2.4,False
ACLX,under_touch,2023-09-07,35.72,35.75,-0.08,292.0,8,0.94,3.95,3.36,-26.98,15.97,,-6.72,-2.02,-1.74,14.14,222.14,4.0,-9.6,1.0,-1.71,1.0,0.22,False
ACLX,under_touch,2023-09-12,34.5,34.99,-1.4,280.9,2,1.1,4.1,2.43,-29.48,15.31,,4.9,0.43,5.54,38.38,233.54,8.23,-6.41,1.0,-3.07,1.0,1.63,False
ACLX,under_touch,2023-09-15,33.06,33.4,-1.02,263.4,2,1.48,4.27,-5.27,-32.42,12.06,,2.72,8.53,0.21,37.66,248.06,12.95,-2.33,5.0,2.72,1.0,2.58,False
ACLX,under_touch,2023-09-21,35.0,34.09,2.67,263.4,6,0.9,4.7,-0.57,-28.45,13.88,,4.14,0.29,-7.57,49.06,228.77,6.69,-7.57,1.0,-2.97,2.0,1.0,True
ACLX,under_touch,2023-09-27,34.96,34.8,0.47,263.4,10,0.75,5.1,-2.26,-28.54,14.06,,-2.37,2.77,-7.41,52.69,229.15,6.81,-9.61,3.0,-0.86,3.0,2.52,True
ACLX,under_touch,2023-10-03,34.08,35.52,-4.05,263.4,14,0.62,5.39,-6.63,-30.34,13.97,,6.84,3.17,3.43,48.74,237.65,9.57,-9.39,1.0,0.15,4.0,7.71,False
ACLX,under_touch,2023-10-12,33.25,33.92,-1.98,242.8,7,1.21,5.91,-0.21,-32.03,14.53,,-2.71,-3.97,33.71,69.08,246.08,45.5,-7.13,1.0,-0.36,1.0,2.1,False
ACLX,under_touch,2023-10-19,32.35,33.37,-3.06,233.1,4,1.64,5.93,-7.57,-33.87,12.93,,-1.3,26.03,61.27,58.02,255.7,68.66,-4.54,1.0,3.03,1.0,3.06,False
ACLX,under_touch,2023-10-26,31.93,32.19,-0.8,219.5,4,1.36,6.13,-12.4,-34.73,13.58,,27.69,39.24,66.87,68.65,260.38,75.67,-3.29,1.0,-0.56,1.0,1.52,False
ACLX,under_touch,2024-04-19,51.65,52.64,-1.89,209.5,119,1.62,4.74,-28.3,-31.23,23.62,,0.52,2.01,3.81,4.07,122.79,8.31,-7.3,1.0,0.68,1.0,3.07,False
ACLX,under_touch,2024-04-25,51.38,51.21,0.33,202.2,3,1.35,5.05,-27.07,-31.58,23.99,,3.72,2.63,-1.46,9.13,123.96,8.7,-6.81,2.0,-0.53,1.0,3.03,True
ACLX,under_touch,2024-05-08,52.25,51.11,2.22,196.0,6,1.18,5.23,-11.56,-30.43,24.14,,-1.01,3.85,-1.74,6.74,120.23,6.11,-8.36,2.0,-4.8,1.0,0.73,True
ACLX,under_touch,2024-05-29,50.45,50.33,0.24,185.1,12,0.73,4.95,0.86,-32.82,23.9,,4.62,9.14,7.27,27.67,128.09,16.31,-0.85,6.0,1.76,1.0,0.71,True
ACLX,under_touch,2024-06-05,52.78,51.39,2.71,185.1,17,0.58,4.44,0.69,-29.72,25.94,,4.32,3.43,2.56,4.79,118.02,11.18,-5.23,1.0,-2.73,2.0,0.56,True
ACLX,under_touch,2024-06-10,54.13,50.34,7.54,180.5,1,1.33,4.66,8.83,-27.92,24.87,,-0.7,-0.63,5.95,-5.95,112.58,8.41,-3.57,15.0,-1.63,1.0,0.63,True
ACLX,under_touch,2024-06-27,54.12,52.87,2.36,180.5,13,0.65,4.15,7.27,-27.94,24.99,,0.02,15.35,19.01,28.2,112.62,24.48,-2.16,3.0,-1.61,2.0,0.13,True
ACMR,upper_breakout,2024-01-10,21.15,20.14,5.03,-26.1,567,2.8,5.04,22.61,-56.18,19.5,1.0,-5.91,-4.26,-19.76,42.6,277.87,6.24,-25.77,4.0,-5.96,,,
ACMR,upper_breakout,2024-01-19,20.46,19.99,2.34,-26.1,573,0.94,6.23,9.71,-57.61,23.08,2.0,-7.23,-20.63,-4.3,39.93,290.62,9.82,-23.26,5.0,-7.23,,,
